arm,rep,problem,solved,proof_lines,proof_decls,checks_pre_nudge,end,nudges,gave_up,ever_green_full,cost_full_first_green,spend_full,turns,tokens_in,tokens_out,tokens_cache_read,lean_check,check_snippet,grep_mathlib,search_mathlib,read,write,edit,spawn_calls,workers,worker_spend,add_fact,add_fact_workers,compactions
grep,2,fatex_95,0,,,109,budget_exceeded,1,1,0,,1.00037,394,555745,1274245,202064256,121,0,62,0,78,17,136,0,0,0.00000,0,0,1
grep,2,fatex_96,0,,,99,budget_exceeded,9,1,0,,1.00104,345,418284,1512002,185401600,116,0,48,0,44,4,138,0,0,0.00000,0,0,1
grep,2,fatex_97,0,,,40,budget_exceeded,2,1,0,,1.00106,448,491944,1217207,211205120,128,0,106,0,89,3,157,0,0,0.00000,0,0,1
grep,2,fatex_98,0,,,26,completed,11,1,0,,0.40172,136,326750,668495,60284416,29,0,76,0,26,5,25,0,0,0.00000,0,0,0
grep,2,fatex_100,0,,,19,completed,8,1,0,,0.31674,148,194080,540009,49416832,23,0,147,0,27,9,12,0,0,0.00000,0,0,0
semantic,1,fatex_1,1,322,12,15,completed,0,0,1,0.07748,0.08151,58,62798,190703,6900096,15,0,0,42,11,11,4,0,0,0.00000,0,0,0
semantic,1,fatex_3,1,375,19,41,completed,0,0,1,0.16934,0.17446,130,82222,324080,25788160,41,0,0,62,10,23,29,0,0,0.00000,0,0,0
semantic,1,fatex_4,1,644,9,37,completed,1,0,1,0.11291,0.12079,108,79604,222798,16879872,38,0,0,36,8,2,37,0,0,0.00000,0,0,0
semantic,1,fatex_5,1,211,7,16,completed,0,0,1,0.05681,0.05958,66,61734,124719,5720448,16,0,0,46,9,6,11,0,0,0.00000,0,0,0
semantic,1,fatex_6,1,491,18,44,completed,1,0,1,0.21966,0.22992,135,107952,381195,38598528,45,0,0,61,18,37,6,0,0,0.00000,0,0,0
semantic,1,fatex_7,1,385,8,25,completed,1,0,1,0.13134,0.13969,100,76002,275556,18531968,26,0,0,54,13,22,8,0,0,0.00000,0,0,0
semantic,1,fatex_8,1,284,4,16,completed,0,0,1,0.07078,0.07320,62,83994,169752,4969728,16,0,0,44,9,8,8,0,0,0.00000,0,0,0
semantic,1,fatex_9,1,123,1,4,completed,0,0,1,0.04213,0.04364,46,31938,109396,3050752,4,0,0,62,7,1,3,0,0,0.00000,0,0,0
semantic,1,fatex_10,0,,,166,budget_exceeded,0,0,0,,1.00074,506,370190,859792,252916992,166,0,0,97,81,11,194,0,0,0.00000,0,0,1
semantic,1,fatex_11,1,682,48,7,completed,1,0,1,0.13429,0.14223,46,94773,344734,11584128,8,0,0,37,12,2,7,0,0,0.00000,0,0,0
semantic,1,fatex_12,1,978,69,167,completed,1,0,1,0.93500,0.94311,485,329208,914141,228952064,168,0,0,179,38,74,111,0,0,0.00000,0,0,1
semantic,1,fatex_14,1,91,2,3,completed,0,0,1,0.02455,0.02555,24,14743,74988,888064,3,0,0,23,6,2,1,0,0,0.00000,0,0,0
semantic,1,fatex_16,1,439,9,64,completed,0,0,1,0.40802,0.41242,221,205446,533344,83687808,64,0,0,135,21,43,25,0,0,0.00000,0,0,0
semantic,1,fatex_17,0,,,137,budget_exceeded,1,1,0,,1.00020,497,378825,1072865,230986752,148,0,0,135,60,9,205,0,0,0.00000,0,0,1
semantic,1,fatex_18,0,,,69,budget_exceeded,8,1,0,,1.00114,448,513683,1028664,228999168,151,0,0,69,39,36,166,0,0,0.00000,0,0,1
semantic,1,fatex_19,1,1972,202,125,completed,1,0,1,0.76593,0.77180,388,362227,879936,169537024,127,0,0,66,64,13,148,0,0,0.00000,0,0,1
semantic,1,fatex_20,1,758,5,56,completed,0,0,1,0.43748,0.45087,233,182842,578222,94061696,56,0,0,142,40,4,62,0,0,0.00000,0,0,0
semantic,1,fatex_21,1,191,5,12,completed,0,0,1,0.07617,0.07966,58,86728,163827,7731456,12,0,0,37,18,7,5,0,0,0.00000,0,0,0
semantic,1,fatex_22,1,103,1,9,completed,0,0,1,0.03912,0.04085,42,30828,105598,2487424,9,0,0,39,6,4,4,0,0,0.00000,0,0,0
semantic,1,fatex_24,1,928,45,26,completed,0,0,1,0.23482,0.24277,114,115028,449764,35974272,26,0,0,50,21,4,39,0,0,0.00000,0,0,0
semantic,1,fatex_25,0,,,106,budget_exceeded,6,1,0,,1.00211,497,513638,1236230,208589824,129,0,0,150,92,9,152,0,0,0.00000,0,0,1
semantic,1,fatex_26,1,1249,20,122,completed,1,0,1,0.68615,0.69183,375,408993,743430,152287744,124,0,0,87,57,35,110,0,0,0.00000,0,0,1
semantic,1,fatex_27,1,406,6,30,completed,0,0,1,0.20458,0.21056,121,123774,366408,32370944,30,0,0,60,31,8,29,0,0,0.00000,0,0,0
semantic,1,fatex_28,0,,,84,completed,17,1,0,,0.96026,410,385233,1213634,202323328,138,0,0,143,30,62,90,0,0,0.00000,0,0,1
semantic,1,fatex_29,1,67,2,10,completed,0,0,1,0.01919,0.01993,48,29138,42239,1436928,10,0,0,50,2,9,1,0,0,0.00000,0,0,0
semantic,1,fatex_30,1,102,1,8,completed,0,0,1,0.01816,0.01945,30,28667,46436,868224,8,0,0,19,2,2,6,0,0,0.00000,0,0,0
semantic,1,fatex_31,0,,,160,budget_exceeded,0,0,0,,1.00442,557,399325,972958,241458944,160,0,0,115,121,7,204,0,0,0.00000,0,0,1
semantic,1,fatex_32,0,,,43,completed,11,1,0,,0.40256,199,159370,665945,69207808,46,0,0,150,17,22,27,0,0,0.00000,0,0,0
semantic,1,fatex_33,1,406,4,24,completed,0,0,1,0.24180,0.24874,109,70008,482187,37115648,24,0,0,91,14,4,22,0,0,0.00000,0,0,0
semantic,1,fatex_34,0,,,3,budget_exceeded,0,0,0,,1.00003,477,167634,990725,249699456,3,0,0,65,7,436,0,0,0,0.00000,0,0,1
semantic,1,fatex_35,1,6,1,1,completed,0,0,1,0.00049,0.00054,5,2185,745,9088,1,0,0,2,1,0,1,0,0,0.00000,0,0,0
semantic,1,fatex_36,1,571,20,113,completed,0,0,1,0.66649,0.69295,396,254727,507115,184034048,113,0,0,76,91,4,150,0,0,0.00000,0,0,0
semantic,1,fatex_37,1,1481,40,98,completed,1,0,1,0.66465,0.67099,358,510106,769060,137229568,99,0,0,104,68,13,120,0,0,0.00000,0,0,1
semantic,1,fatex_38,1,210,14,37,completed,0,0,1,0.16319,0.16736,114,111905,307661,23409792,37,0,0,44,12,2,40,0,0,0.00000,0,0,0
semantic,1,fatex_39,1,266,3,30,completed,0,0,1,0.12060,0.12379,100,76655,253495,15028480,30,0,0,66,5,27,4,0,0,0.00000,0,0,0
semantic,1,fatex_40,1,119,2,9,completed,0,0,1,0.05312,0.05480,54,49035,128437,4276224,9,0,0,66,2,8,1,0,0,0.00000,0,0,0
semantic,1,fatex_41,1,1601,59,101,completed,1,0,1,0.72583,0.73526,376,315572,869989,159813632,102,0,0,107,86,2,122,0,0,0.00000,0,0,1
semantic,1,fatex_42,1,936,37,34,completed,1,0,1,0.20593,0.22655,137,202337,369206,33873536,36,0,0,50,39,15,20,0,0,0.00000,0,0,0
semantic,1,fatex_43,0,,,25,completed,14,1,0,,0.13158,145,89020,220803,20462976,47,0,0,67,7,25,20,0,0,0.00000,0,0,0
semantic,1,fatex_44,0,,,149,budget_exceeded,2,0,0,,1.00010,477,395676,1214871,215908864,149,0,0,115,79,10,172,0,0,0.00000,0,0,1
semantic,1,fatex_45,1,173,5,49,completed,0,0,1,0.24321,0.24669,191,150356,353253,45262208,49,0,0,130,20,5,45,0,0,0.00000,0,0,0
semantic,1,fatex_46,1,72,1,4,completed,0,0,1,0.02175,0.02293,29,21015,59311,1205760,4,0,0,38,2,1,2,0,0,0.00000,0,0,0
semantic,1,fatex_47,0,,,145,budget_exceeded,0,0,0,,1.00021,501,378429,1051684,233129728,145,0,0,163,88,4,180,0,0,0.00000,0,0,1
semantic,1,fatex_48,1,189,4,12,completed,1,0,1,0.06159,0.06586,57,53605,149125,5928832,13,0,0,33,15,7,5,0,0,0.00000,0,0,0
semantic,1,fatex_49,1,222,4,8,completed,0,0,1,0.03533,0.03764,28,20156,107344,1699200,8,0,0,12,5,2,6,0,0,0.00000,0,0,0
semantic,1,fatex_50,1,803,21,53,completed,1,0,1,0.40170,0.41813,221,168501,533634,87543936,54,0,0,115,43,13,49,0,0,0.00000,0,0,0
semantic,1,fatex_51,1,128,3,9,completed,0,0,1,0.05350,0.05621,79,58828,111547,5977984,9,0,0,106,9,1,8,0,0,0.00000,0,0,0
semantic,1,fatex_52,1,68,1,4,completed,0,0,1,0.02104,0.02190,26,32059,53178,901248,4,0,0,31,2,2,3,0,0,0.00000,0,0,0
semantic,1,fatex_53,1,1232,103,198,completed,2,0,1,0.98425,0.99645,525,390374,936210,242733952,201,0,0,112,39,5,221,0,0,0.00000,0,0,1
semantic,1,fatex_54,1,91,1,8,completed,0,0,1,0.04502,0.04649,27,23321,130707,2366080,8,0,0,13,4,3,4,0,0,0.00000,0,0,0
semantic,1,fatex_55,1,366,3,8,completed,0,0,1,0.08630,0.09044,42,112415,205483,6129664,8,0,0,22,11,9,2,0,0,0.00000,0,0,0
semantic,1,fatex_56,0,,,31,budget_exceeded,1,1,0,,1.00109,640,373451,969680,241892608,525,0,0,127,11,1,38,0,0,0.00000,0,0,1
semantic,1,fatex_57,1,410,8,23,completed,0,0,1,0.07836,0.08004,61,66822,172262,8017792,23,0,0,10,7,17,9,0,0,0.00000,0,0,0
semantic,1,fatex_58,1,486,1,40,completed,1,0,1,0.29712,0.31051,164,214363,444437,55732864,41,0,0,114,24,6,35,0,0,0.00000,0,0,0
semantic,1,fatex_59,1,232,12,9,completed,0,0,1,0.05719,0.06050,52,81034,132597,4294784,9,0,0,46,9,1,11,0,0,0.00000,0,0,0
semantic,1,fatex_61,0,,,87,budget_exceeded,3,1,0,,1.00237,515,432334,978478,238524672,178,0,0,168,29,105,117,0,0,0.00000,0,0,1
semantic,1,fatex_62,0,,,111,completed,27,1,0,,0.97082,542,667345,934525,219901184,155,0,0,205,66,3,177,0,0,0.00000,0,0,1
semantic,1,fatex_64,0,,,113,budget_exceeded,6,1,0,,1.00164,530,487102,1035047,229867648,178,0,0,75,77,6,220,0,0,0.00000,0,0,1
semantic,1,fatex_65,0,,,99,budget_exceeded,2,1,0,,1.00075,633,633709,842529,241472256,188,0,0,174,79,13,243,0,0,0.00000,0,0,1
semantic,1,fatex_66,0,,,21,completed,12,1,0,,0.43613,154,114549,795563,70478720,29,0,0,42,10,79,5,0,0,0.00000,0,0,0
semantic,1,fatex_67,1,254,8,11,completed,0,0,1,0.05787,0.05986,43,49371,148946,4014080,11,0,0,29,8,7,3,0,0,0.00000,0,0,0
semantic,1,fatex_68,0,,,36,budget_exceeded,0,0,0,,1.00087,389,259989,1598165,184639360,36,0,0,109,5,280,14,0,0,0.00000,0,0,1
semantic,1,fatex_69,1,477,9,25,completed,0,0,1,0.17518,0.17940,123,120403,320700,25981312,25,0,0,88,23,20,13,0,0,0.00000,0,0,0
semantic,1,fatex_70,1,68,3,9,completed,0,0,1,0.01699,0.01793,38,20899,43235,1035776,9,0,0,30,6,8,0,0,0,0.00000,0,0,0
semantic,1,fatex_71,0,,,74,budget_exceeded,6,1,0,,1.00336,495,653621,1142799,211381504,162,0,0,155,52,8,193,0,0,0.00000,0,0,1
semantic,1,fatex_72,0,,,73,completed,22,1,0,,0.67047,344,275125,680568,157641984,95,0,0,147,20,0,130,0,0,0.00000,0,0,0
semantic,1,fatex_73,0,,,7,budget_exceeded,15,1,0,,1.00035,485,333952,973523,243219584,161,0,0,151,46,0,178,0,0,0.00000,0,0,1
semantic,1,fatex_74,0,,,5,budget_exceeded,4,1,0,,1.00165,655,259874,509930,293744128,610,0,0,52,9,0,9,0,0,0.00000,0,0,0
semantic,1,fatex_76,1,418,14,15,completed,0,0,1,0.09309,0.09691,84,78837,202647,10405376,15,0,0,53,23,4,17,0,0,0.00000,0,0,0
semantic,1,fatex_78,0,,,22,completed,29,1,0,,0.66630,369,174644,703380,158895360,111,0,0,187,28,5,110,0,0,0.00000,0,0,0
semantic,1,fatex_79,0,,,21,completed,19,1,0,,0.25877,173,143460,405471,44698624,32,0,0,166,10,12,17,0,0,0.00000,0,0,0
semantic,1,fatex_80,0,,,16,completed,23,1,0,,0.55764,314,170920,619431,128667520,111,0,0,75,13,0,126,0,0,0.00000,0,0,0
semantic,1,fatex_82,0,,,45,budget_exceeded,195,1,0,,1.00200,606,353290,498873,290303616,258,0,0,132,25,65,1,0,0,0.00000,0,0,0
semantic,1,fatex_83,1,585,11,47,completed,0,0,1,0.17416,0.17688,151,149719,280223,27661568,47,0,0,94,13,26,21,0,0,0.00000,0,0,0
semantic,1,fatex_84,1,108,1,14,completed,0,0,1,0.05916,0.06069,59,48416,135934,5659392,14,0,0,40,12,4,10,0,0,0.00000,0,0,0
semantic,1,fatex_85,0,,,18,completed,26,1,0,,0.95974,325,133366,1381161,197978880,48,0,0,77,19,195,0,0,0,0.00000,0,0,1
semantic,1,fatex_86,0,,,35,budget_exceeded,1,1,0,,1.00191,389,352144,1489950,191221504,88,0,0,145,35,99,95,0,0,0.00000,0,0,1
semantic,1,fatex_87,0,,,10,completed,14,1,0,,0.25156,82,53233,564412,30738816,20,0,0,38,5,22,3,0,0,0.00000,0,0,0
semantic,1,fatex_88,0,,,24,budget_exceeded,143,1,0,,1.00009,391,142013,824149,267658496,176,0,0,65,11,7,22,0,0,0.00000,0,0,0
semantic,1,fatex_89,1,416,7,34,completed,0,0,1,0.13263,0.13604,107,65547,266286,18680576,34,0,0,49,10,19,17,0,0,0.00000,0,0,0
semantic,1,fatex_90,0,,,20,budget_exceeded,2,1,0,,1.00107,383,147634,1586781,191465472,39,0,0,61,7,304,1,0,0,0.00000,0,0,1
semantic,1,fatex_91,0,,,114,budget_exceeded,2,1,0,,1.00079,483,613265,1029781,223783296,181,0,0,81,47,5,205,0,0,0.00000,0,0,1
semantic,1,fatex_92,0,,,69,completed,12,1,0,,0.46028,377,206789,435748,110472704,162,0,0,21,16,8,171,0,0,0.00000,0,0,0
semantic,1,fatex_93,0,,,6,budget_exceeded,1,1,0,,1.00042,482,178346,709707,277404288,452,0,0,28,9,9,0,0,0,0.00000,0,0,0
semantic,1,fatex_94,0,,,10,completed,12,1,0,,0.10618,84,57214,241906,10870144,19,0,0,58,13,6,11,0,0,0.00000,0,0,0
semantic,1,fatex_95,0,,,163,budget_exceeded,0,0,0,,1.01345,437,430553,885833,251835904,163,0,0,45,52,7,185,0,0,0.00000,0,0,1
semantic,1,fatex_96,0,,,14,completed,15,1,0,,0.40097,208,121971,575480,79558528,65,0,0,80,22,10,59,0,0,0.00000,0,0,0
semantic,1,fatex_97,0,,,98,budget_exceeded,1,0,0,,1.00170,427,308524,1137431,228579456,98,0,0,79,52,2,223,0,0,0.00000,0,0,1
semantic,1,fatex_98,0,,,43,budget_exceeded,0,0,0,,1.00119,421,227743,1348940,211285376,43,0,0,130,41,12,264,0,0,0.00000,0,0,1
semantic,1,fatex_100,0,,,23,budget_exceeded,2,1,0,,1.00224,475,284945,605449,283151744,400,0,0,84,6,17,9,0,0,0.00000,0,0,0
snippetonly,1,fatex_1,1,305,7,4,completed,0,0,1,0.06793,0.07010,30,73831,173667,3978624,4,11,0,0,7,2,5,0,0,0.00000,0,0,0
snippetonly,1,fatex_3,1,668,21,6,completed,2,0,1,0.20507,0.22169,146,116053,377845,35589120,8,105,0,0,21,3,7,0,0,0.00000,0,0,0
snippetonly,1,fatex_4,1,585,10,3,completed,0,0,1,0.11595,0.11822,70,54096,281863,11329024,3,59,0,0,5,1,1,0,0,0.00000,0,0,0
snippetonly,1,fatex_5,1,420,7,6,completed,0,0,1,0.15504,0.15758,85,73939,319624,20620032,6,61,0,0,13,2,5,0,0,0.00000,0,0,0
snippetonly,1,fatex_6,1,452,3,5,completed,0,0,1,0.16841,0.17241,105,104995,310531,25273472,5,87,0,0,9,1,4,0,0,0.00000,0,0,0
snippetonly,1,fatex_7,1,346,12,1,completed,0,0,1,0.06607,0.06690,36,35168,184462,3686784,1,29,0,0,6,1,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_8,1,284,6,3,completed,0,0,1,0.04488,0.04668,45,36703,114581,3377920,3,35,0,0,4,1,2,0,0,0.00000,0,0,0
snippetonly,1,fatex_9,1,189,4,4,completed,0,0,1,0.04743,0.04904,57,64869,102175,4053120,4,42,0,0,7,1,3,0,0,0.00000,0,0,0
snippetonly,1,fatex_10,1,1401,111,60,completed,2,0,1,0.71050,0.71595,328,326528,767002,162668288,62,105,0,0,77,6,81,0,0,0.00000,0,0,1
snippetonly,1,fatex_11,1,715,38,7,completed,0,0,1,0.20236,0.20693,80,121287,400720,27767296,7,22,0,0,26,1,23,0,0,0.00000,0,0,0
snippetonly,1,fatex_12,1,989,50,43,completed,1,0,1,0.37861,0.39603,188,177965,552776,77264512,45,58,0,0,34,3,51,0,0,0.00000,0,0,0
snippetonly,1,fatex_14,1,168,7,1,completed,0,0,1,0.02339,0.02386,12,15004,71985,572544,1,7,0,0,2,1,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_16,1,278,4,16,completed,0,0,1,0.21343,0.21876,132,171088,345648,35010432,16,87,0,0,10,1,17,0,0,0.00000,0,0,0
snippetonly,1,fatex_17,0,,,60,budget_exceeded,4,1,0,,1.00335,400,432161,1596448,177087232,68,171,0,0,77,2,83,0,0,0.00000,0,0,1
snippetonly,1,fatex_18,0,,,24,budget_exceeded,4,0,0,,1.01481,248,388218,2413154,101706880,24,162,0,0,21,6,29,0,0,0.00000,0,0,1
snippetonly,1,fatex_19,1,2211,209,65,completed,4,0,1,0.77865,0.79790,394,295267,919746,178226176,69,183,0,0,63,2,68,0,0,0.00000,0,0,1
snippetonly,1,fatex_20,0,,,38,budget_exceeded,2,1,0,,1.00146,342,525501,1544735,176917504,54,128,0,0,62,5,99,0,0,0.00000,0,0,1
snippetonly,1,fatex_21,1,72,1,1,completed,1,0,1,0.04951,0.05339,44,50119,123408,4221184,2,32,0,0,7,1,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_22,1,140,3,2,completed,0,0,1,0.03631,0.03765,58,57543,73529,3217152,2,53,0,0,8,1,1,0,0,0.00000,0,0,0
snippetonly,1,fatex_24,0,,,69,completed,4,1,1,0.85957,0.88653,378,568021,1069521,181265024,96,81,0,0,63,5,126,0,0,0.00000,0,0,1
snippetonly,1,fatex_25,0,,,50,budget_exceeded,0,0,0,,1.00106,491,425214,1192702,216991232,50,277,0,0,58,1,105,0,0,0.00000,0,0,1
snippetonly,1,fatex_26,1,1587,22,45,completed,1,0,1,0.86397,0.87315,445,401628,933974,198359296,46,256,0,0,83,0,56,0,0,0.00000,0,0,1
snippetonly,1,fatex_27,1,1180,12,31,completed,1,0,1,0.55449,0.56633,254,359737,789070,105367680,34,133,0,0,47,4,43,0,0,0.00000,0,0,1
snippetonly,1,fatex_28,0,,,12,completed,15,1,0,,0.34926,159,272418,541195,56996992,29,93,0,0,9,2,9,0,0,0.00000,0,0,0
snippetonly,1,fatex_29,1,112,2,2,completed,0,0,1,0.03481,0.03593,47,71652,66616,2588032,2,38,0,0,5,1,1,0,0,0.00000,0,0,0
snippetonly,1,fatex_30,1,138,1,3,completed,0,0,1,0.02736,0.02841,25,19773,78019,1355520,3,15,0,0,3,0,3,0,0,0.00000,0,0,0
snippetonly,1,fatex_31,0,,,105,budget_exceeded,0,0,0,,1.00121,514,340427,847736,255780736,105,226,0,0,62,1,125,0,0,0.00000,0,0,1
snippetonly,1,fatex_32,0,,,13,completed,10,1,0,,0.34887,140,155372,707762,46052736,17,93,0,0,7,2,10,0,0,0.00000,0,0,0
snippetonly,1,fatex_33,0,,,66,budget_exceeded,4,1,0,,1.01954,289,298295,1972209,151985536,67,109,0,0,19,14,75,0,0,0.00000,0,0,1
snippetonly,1,fatex_34,0,,,10,budget_exceeded,0,0,0,,1.00045,341,310097,1546444,187153024,10,76,0,0,7,234,13,0,0,0.00000,0,0,1
snippetonly,1,fatex_35,1,295,4,1,completed,0,0,1,0.04085,0.04145,27,34511,113119,1767808,1,20,0,0,5,1,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_36,1,389,8,5,completed,0,0,1,0.34532,0.34915,229,191708,439000,71212544,5,211,0,0,7,1,4,0,0,0.00000,0,0,0
snippetonly,1,fatex_37,1,1954,92,112,completed,1,0,1,0.93337,0.94328,474,433398,996715,215544320,114,150,0,0,58,2,147,0,0,0.00000,0,0,1
snippetonly,1,fatex_38,1,262,11,13,completed,1,0,1,0.25936,0.26999,171,117267,448002,45761920,14,127,0,0,12,8,8,0,0,0.00000,0,0,0
snippetonly,1,fatex_39,0,,,27,budget_exceeded,4,1,0,,1.00281,351,648190,1559691,169767808,72,131,0,0,43,4,96,0,0,0.00000,0,0,1
snippetonly,1,fatex_40,1,872,16,19,completed,1,0,1,0.33792,0.41706,214,187815,522256,87334528,28,113,0,0,44,1,27,0,0,0.00000,0,0,0
snippetonly,1,fatex_41,1,2072,87,57,completed,1,0,1,0.64383,0.65559,275,414215,1005702,112857216,58,71,0,0,60,5,78,0,0,0.00000,0,0,1
snippetonly,1,fatex_42,1,1797,78,78,completed,1,0,1,0.82657,0.82850,384,328699,733295,206127488,78,104,0,0,81,3,115,0,0,0.00000,0,0,1
snippetonly,1,fatex_43,0,,,5,completed,11,1,0,,0.24876,197,167316,386052,41872640,14,152,0,0,11,0,7,0,0,0.00000,0,0,0
snippetonly,1,fatex_44,0,,,73,budget_exceeded,2,1,0,,1.00257,442,461103,1292744,205731072,83,178,0,0,63,3,111,0,0,0.00000,0,0,1
snippetonly,1,fatex_45,1,430,15,80,completed,1,0,1,0.78611,0.79591,383,344841,672253,199786368,81,165,0,0,39,2,94,0,0,0.00000,0,0,1
snippetonly,1,fatex_46,1,312,7,6,completed,0,0,1,0.08965,0.09322,54,68325,217703,8107904,6,32,0,0,12,4,1,0,0,0.00000,0,0,0
snippetonly,1,fatex_47,1,2086,64,76,completed,1,0,1,0.95158,0.96041,448,479866,1057411,213270784,77,160,0,0,80,1,127,0,0,0.00000,0,0,1
snippetonly,1,fatex_48,1,266,8,5,completed,0,0,1,0.05412,0.05666,44,50874,134430,4248704,5,31,0,0,3,1,3,0,0,0.00000,0,0,0
snippetonly,1,fatex_49,1,218,5,5,completed,0,0,1,0.03153,0.03289,20,21667,92028,1458944,5,7,0,0,5,1,3,0,0,0.00000,0,0,0
snippetonly,1,fatex_50,0,,,136,budget_exceeded,0,0,0,,1.00033,524,416686,953004,241125120,136,137,0,0,90,4,156,0,0,0.00000,0,0,1
snippetonly,1,fatex_51,1,125,5,2,completed,0,0,1,0.06302,0.06477,59,82256,132000,5820160,2,50,0,0,4,1,1,0,0,0.00000,0,0,0
snippetonly,1,fatex_52,1,215,4,4,completed,0,0,1,0.06206,0.06387,37,59465,151331,4705920,4,16,0,0,4,1,11,0,0,0.00000,0,0,0
snippetonly,1,fatex_53,1,941,65,22,completed,0,0,1,0.25819,0.26454,172,136235,391373,48530816,22,97,0,0,25,0,29,0,0,0.00000,0,0,0
snippetonly,1,fatex_54,1,90,1,1,completed,0,0,1,0.02957,0.03000,27,15852,86820,1240448,1,21,0,0,4,1,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_55,1,542,2,1,completed,0,0,1,0.11222,0.11471,58,111000,267057,8713088,1,50,0,0,5,2,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_56,0,,,82,budget_exceeded,1,1,0,,1.00114,419,446401,1170163,218215424,88,107,0,0,53,2,166,0,0,0.00000,0,0,1
snippetonly,1,fatex_57,1,422,10,3,completed,0,0,1,0.05894,0.06133,48,54784,148492,4314752,3,34,0,0,7,1,2,0,0,0.00000,0,0,0
snippetonly,1,fatex_58,1,498,12,15,completed,0,0,1,0.37518,0.38096,209,195208,476140,78683136,15,148,0,0,32,1,16,0,0,0.00000,0,0,0
snippetonly,1,fatex_59,1,226,8,4,completed,0,0,1,0.04644,0.04769,35,68133,105929,3032448,4,29,0,0,4,1,3,0,0,0.00000,0,0,0
snippetonly,1,fatex_61,0,,,23,budget_exceeded,3,1,0,,1.00099,477,553635,1199343,209881472,69,313,0,0,13,18,59,0,0,0.00000,0,0,1
snippetonly,1,fatex_62,0,,,97,budget_exceeded,0,0,0,,1.00098,597,427450,866116,249509632,97,306,0,0,72,3,117,0,0,0.00000,0,0,1
snippetonly,1,fatex_64,0,,,100,budget_exceeded,2,1,0,,1.04208,491,409352,1466678,205036416,100,157,0,0,101,4,123,0,0,0.00000,0,0,1
snippetonly,1,fatex_65,0,,,48,budget_exceeded,2,1,0,,1.00044,542,455212,1015182,233022848,56,371,0,0,50,5,66,0,0,0.00000,0,0,1
snippetonly,1,fatex_66,0,,,18,completed,2,1,1,0.62969,0.64162,259,332177,1061769,106364032,32,141,0,0,33,7,42,0,0,0.00000,0,0,1
snippetonly,1,fatex_67,1,1111,33,45,completed,1,0,1,0.73307,0.73881,338,304056,809223,167735424,45,141,0,0,63,2,87,0,0,0.00000,0,0,1
snippetonly,1,fatex_68,0,,,3,completed,13,1,0,,0.28573,75,196607,615017,30714112,5,41,0,0,6,10,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_69,1,323,4,6,completed,0,0,1,0.12230,0.12565,103,155726,215290,15559808,6,80,0,0,12,2,5,0,0,0.00000,0,0,0
snippetonly,1,fatex_70,1,72,1,1,completed,0,0,1,0.01427,0.01460,17,8747,44201,355584,1,11,0,0,6,1,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_71,0,,,5,budget_exceeded,337,1,0,,1.00171,739,340178,344678,306276608,363,28,0,0,7,0,8,0,0,0.00000,0,0,0
snippetonly,1,fatex_72,0,,,5,completed,22,1,0,,0.41840,198,165591,611489,80000384,9,152,0,0,11,1,4,0,0,0.00000,0,0,0
snippetonly,1,fatex_73,0,,,26,completed,13,1,0,,0.59544,297,321988,655751,130983680,44,186,0,0,24,0,47,0,0,0.00000,0,0,0
snippetonly,1,fatex_74,0,,,5,completed,8,1,0,,0.12641,96,71559,278617,13705216,6,75,0,0,4,1,1,0,0,0.00000,0,0,0
snippetonly,1,fatex_76,1,476,8,12,completed,0,0,1,0.20039,0.20325,151,182809,301799,33270528,12,102,0,0,21,2,13,0,0,0.00000,0,0,0
snippetonly,1,fatex_78,0,,,11,completed,8,1,0,,0.18798,146,115302,310601,30310144,45,124,0,0,9,5,7,0,0,0.00000,0,0,0
snippetonly,1,fatex_79,0,,,10,budget_exceeded,220,1,0,,1.00233,526,287753,563153,287272448,229,59,0,0,6,5,6,0,0,0.00000,0,0,0
snippetonly,1,fatex_80,0,,,1,completed,10,1,0,,0.18069,82,69982,441873,16844416,1,64,0,0,11,0,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_82,0,,,3,completed,25,1,0,,0.14816,136,118546,246554,22330496,14,94,0,0,4,0,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_83,1,594,9,11,completed,0,0,1,0.18262,0.18675,182,164427,272288,31247616,11,150,0,0,13,1,9,0,0,0.00000,0,0,0
snippetonly,1,fatex_84,1,121,1,5,completed,0,0,1,0.04405,0.05021,46,54720,106272,4570112,5,35,0,0,7,1,6,0,0,0.00000,0,0,0
snippetonly,1,fatex_85,0,,,0,budget_exceeded,244,1,0,,1.00106,522,182181,1133170,235094912,238,29,0,0,13,2,0,0,0,0.00000,0,0,1
snippetonly,1,fatex_86,0,,,21,budget_exceeded,1,1,0,,1.00080,418,349212,1376567,202311936,34,110,0,0,25,18,233,0,0,0.00000,0,0,1
snippetonly,1,fatex_87,0,,,1,budget_exceeded,159,1,0,,1.00273,363,173037,873737,262092928,3,195,0,0,7,2,0,0,0,0.00000,0,0,0
